partner_id,region,payment_rail_type,is_master_affiliate,tier,tenure_months,avg_commission_3m,commission_volatility,login_count_30d,days_since_last_interaction,dashboard_usage_score,asset_download_count_30d,payment_delay_flag,unresolved_ticket_count,negative_sentiment_score,tier_proximity_score,traffic_quality_score,subnetwork_avg_health_score,subnetwork_recent_churn_count,churn_label,login_trend_30d,revenue_velocity,commission_trend_90d,conversion_rate_wow,churn_scenario,created_at,updated_at
P19293,MENA,Crypto,False,Platinum,28,1371.77,106.14,3,16,0.7657,1,False,1,0.55,0.0,0.7819,,0,True,-0.063,-104.08,0.224,-0.0255,Tier_Cliff_Anxiety,2026-02-07T04:12:17.571984,2026-02-07T04:12:17.571985
P19294,CIS,Mobile_Money,False,Silver,3,1864.09,395.06,6,7,0.6843,3,False,1,0.15,0.8641,0.6989,,0,False,-0.346,18.99,-0.029,0.0275,Healthy,2026-02-07T04:12:17.572040,2026-02-07T04:12:17.572041
P19295,APAC,P2P,False,Bronze,36,1547.22,931.97,10,6,0.643,2,True,0,0.12,1.0,0.6108,,0,False,0.324,25.39,-0.155,0.0356,Healthy,2026-02-07T04:12:17.572093,2026-02-07T04:12:17.572094
P19296,EMEA,Crypto,False,Bronze,10,3263.14,885.83,5,27,0.6624,3,False,1,0.11,1.0,0.8851,,0,False,0.034,-34.95,0.124,0.0034,Healthy,2026-02-07T04:12:17.572148,2026-02-07T04:12:17.572149
P19297,APAC,Crypto,False,Bronze,3,1266.96,670.44,11,1,0.5663,4,False,0,0.25,1.0,0.6214,,0,False,0.236,-17.11,0.033,0.0145,Healthy,2026-02-07T04:12:17.572201,2026-02-07T04:12:17.572202
P19298,CIS,P2P,False,Bronze,10,1045.64,424.3,3,1,0.2727,2,False,2,0.15,1.0,0.6593,,0,True,-0.317,-103.91,-0.12,-0.0408,Passive_Disengagement,2026-02-07T04:12:17.572253,2026-02-07T04:12:17.572254
P19299,LATAM,Crypto,False,Bronze,3,2162.15,575.54,20,2,0.7633,3,False,0,0.17,1.0,0.7913,,0,False,-0.211,43.83,-0.035,-0.016,Healthy,2026-02-07T04:12:17.572306,2026-02-07T04:12:17.572306
P19300,APAC,Bank,False,Bronze,7,7061.31,2083.13,19,4,0.4599,4,True,2,0.11,1.0,0.5792,,0,False,-0.089,-28.6,0.08,-0.011,Healthy,2026-02-07T04:12:17.572358,2026-02-07T04:12:17.572359
P19301,MENA,Crypto,False,Bronze,10,7335.79,2356.69,27,1,0.5841,3,False,0,0.39,1.0,0.8439,,0,True,-0.409,-84.97,0.086,-0.0535,Passive_Disengagement,2026-02-07T04:12:17.572412,2026-02-07T04:12:17.572413
P19302,EMEA,Bank,False,Bronze,4,4794.18,1419.47,35,7,0.8711,6,False,0,0.16,1.0,0.5551,,0,False,0.33,33.89,0.146,-0.0139,Healthy,2026-02-07T04:12:17.572465,2026-02-07T04:12:17.572466
P19303,LATAM,Bank,False,Bronze,3,2675.49,1122.45,21,1,0.3487,2,False,0,0.17,1.0,0.6344,,0,False,-0.055,-0.16,-0.041,0.0106,Healthy,2026-02-07T04:12:17.572518,2026-02-07T04:12:17.572518
P19304,Africa,Agent,False,Silver,9,2016.99,911.59,28,0,0.677,4,False,1,0.07,1.0,0.7208,,0,False,0.244,23.52,0.089,0.0052,Healthy,2026-02-07T04:12:17.572574,2026-02-07T04:12:17.572574
P19305,EMEA,P2P,False,Bronze,100,4487.79,1357.66,14,8,0.6359,4,False,0,0.44,1.0,0.4608,,0,False,0.03,36.9,-0.032,-0.0042,Healthy,2026-02-07T04:12:17.572626,2026-02-07T04:12:17.572627
P19306,APAC,Bank,False,Bronze,24,2161.09,843.87,8,1,0.8155,1,False,0,0.28,1.0,0.3421,,0,True,-0.52,-102.63,0.099,0.0196,Passive_Disengagement,2026-02-07T04:12:17.572678,2026-02-07T04:12:17.572679
P19307,APAC,Bank,False,Silver,29,1051.56,377.54,15,2,0.6304,5,False,1,0.18,0.0516,0.7052,,0,False,0.39,58.39,-0.019,0.0284,Healthy,2026-02-07T04:12:17.572734,2026-02-07T04:12:17.572735
P19308,LATAM,Agent,False,Bronze,1,1203.75,45.14,13,2,0.6976,5,True,0,0.16,1.0,0.5186,,0,True,-0.064,-107.25,-0.088,-0.0367,Passive_Disengagement,2026-02-07T04:12:17.572787,2026-02-07T04:12:17.572788
P19309,EMEA,Mobile_Money,False,Gold,3,2750.41,804.02,11,8,0.6098,2,False,0,0.56,0.0,0.5509,,0,False,-0.069,25.81,0.07,0.0131,Healthy,2026-02-07T04:12:17.572843,2026-02-07T04:12:17.572844
P19310,Africa,Crypto,False,Bronze,35,2761.62,768.6,16,17,0.6477,1,False,2,0.09,1.0,0.6538,,0,False,0.053,9.19,0.003,0.0162,Healthy,2026-02-07T04:12:17.572895,2026-02-07T04:12:17.572896
P19311,CIS,P2P,True,Bronze,1,4070.96,1111.6,15,6,0.4317,5,False,1,0.2,1.0,0.597,85.0,0,False,0.034,3.05,0.015,0.0284,Healthy,2026-02-07T04:12:17.572952,2026-02-07T04:12:17.572953
P19312,MENA,Agent,False,Bronze,8,2725.4,552.89,25,0,0.8325,2,False,0,0.22,1.0,0.5615,,0,False,-0.059,26.64,0.051,0.016,Healthy,2026-02-07T04:12:17.573007,2026-02-07T04:12:17.573008
P19313,MENA,Bank,False,Bronze,11,1766.48,615.34,7,2,0.8466,5,False,3,0.13,1.0,0.6087,,0,False,0.312,38.48,-0.021,0.0237,Healthy,2026-02-07T04:12:17.573060,2026-02-07T04:12:17.573061
P19314,EMEA,Bank,False,Silver,34,1277.99,366.34,16,12,0.2828,1,False,0,0.25,0.278,0.4504,,0,False,-0.05,10.63,0.115,0.0347,Healthy,2026-02-07T04:12:17.573116,2026-02-07T04:12:17.573117
P19315,MENA,P2P,False,Bronze,86,1127.78,389.66,5,11,0.8102,4,False,0,0.18,1.0,0.803,,0,False,-0.24,8.32,-0.02,-0.0088,Healthy,2026-02-07T04:12:17.573168,2026-02-07T04:12:17.573169
P19316,MENA,Bank,False,Bronze,13,1405.24,417.26,30,2,0.6211,3,False,1,0.22,1.0,0.7169,,0,False,-0.36,-3.33,0.039,0.0119,Healthy,2026-02-07T04:12:17.573220,2026-02-07T04:12:17.573221
P19317,EMEA,Bank,True,Bronze,1,1002.96,37.41,19,1,0.7537,2,False,0,0.13,1.0,0.6843,85.0,0,False,0.286,-41.27,-0.05,0.0311,Healthy,2026-02-07T04:12:17.573273,2026-02-07T04:12:17.573274
P19318,EMEA,P2P,False,Gold,14,10428.34,3069.73,18,10,0.5406,2,False,3,0.47,1.0,0.229,,0,False,-0.231,37.34,-0.047,-0.0077,Healthy,2026-02-07T04:12:17.573332,2026-02-07T04:12:17.573333
P19319,EMEA,Bank,False,Bronze,5,1285.98,507.89,19,0,0.6431,2,False,0,0.04,1.0,0.7906,,0,True,0.054,-41.48,-0.024,-0.0034,Passive_Disengagement,2026-02-07T04:12:17.573384,2026-02-07T04:12:17.573385
P19320,Africa,P2P,False,Bronze,37,2035.02,630.96,2,3,0.7205,0,False,0,0.49,1.0,0.7528,,0,False,0.192,2.91,0.041,0.0108,Healthy,2026-02-07T04:12:17.573436,2026-02-07T04:12:17.573437
P19321,LATAM,Bank,False,Silver,22,20484.49,6249.71,23,1,0.5934,2,True,1,0.11,1.0,0.438,,0,False,-0.128,2.33,0.001,0.0277,Healthy,2026-02-07T04:12:17.573493,2026-02-07T04:12:17.573494
P19322,LATAM,Crypto,False,Bronze,6,4409.13,1164.04,22,0,0.6968,1,False,3,0.06,1.0,0.4826,,0,False,-0.066,24.77,0.024,0.0008,Healthy,2026-02-07T04:12:17.573545,2026-02-07T04:12:17.573546
P19323,EMEA,Mobile_Money,False,Bronze,4,2592.32,938.57,12,7,0.5379,7,False,0,0.23,1.0,0.6773,,0,False,0.337,-45.11,-0.025,0.0202,Healthy,2026-02-07T04:12:17.573597,2026-02-07T04:12:17.573598
P19324,APAC,Bank,False,Bronze,16,3273.58,894.71,20,1,0.564,4,False,0,0.18,1.0,0.3803,,0,False,0.169,-26.24,-0.002,0.0336,Healthy,2026-02-07T04:12:17.573652,2026-02-07T04:12:17.573653
P19325,APAC,P2P,False,Bronze,20,1172.87,463.92,30,7,0.4739,4,False,0,0.19,1.0,0.4876,,0,False,-0.353,-23.24,0.031,0.0121,Healthy,2026-02-07T04:12:17.573704,2026-02-07T04:12:17.573705
P19326,MENA,P2P,False,Bronze,6,4561.14,1360.56,22,3,0.6335,4,False,0,0.42,1.0,0.5351,,0,False,-0.189,57.95,-0.081,0.0097,Healthy,2026-02-07T04:12:17.573756,2026-02-07T04:12:17.573757
P19327,MENA,Agent,False,Bronze,23,1053.71,427.36,16,28,0.8109,5,False,1,0.33,1.0,0.5263,,0,False,0.026,18.38,-0.11,-0.0039,Healthy,2026-02-07T04:12:17.573809,2026-02-07T04:12:17.573809
P19328,LATAM,Bank,False,Bronze,29,6572.34,1846.53,19,12,0.7369,0,False,1,0.25,1.0,0.6077,,0,False,-0.399,-4.52,0.131,0.0084,Healthy,2026-02-07T04:12:17.573861,2026-02-07T04:12:17.573862
P19329,Africa,Bank,False,Bronze,14,1000.13,489.74,9,0,0.6305,3,False,0,0.25,1.0,0.3425,,0,True,0.063,-105.12,-0.004,-0.0072,Passive_Disengagement,2026-02-07T04:12:17.573913,2026-02-07T04:12:17.573914
P19330,LATAM,Bank,False,Gold,12,1806.72,412.46,4,5,0.2855,2,False,0,0.08,0.0,0.9201,,0,True,-0.112,-130.38,-0.17,-0.064,Tier_Cliff_Anxiety,2026-02-07T04:12:17.573969,2026-02-07T04:12:17.573970
P19331,MENA,Agent,True,Bronze,1,12959.19,3916.81,30,0,0.7533,4,False,0,0.21,1.0,0.5493,85.0,0,False,0.095,68.88,0.008,0.0084,Healthy,2026-02-07T04:12:17.574021,2026-02-07T04:12:17.574022
P19332,MENA,P2P,False,Silver,27,2033.82,550.35,4,19,0.4846,2,False,1,0.46,1.0,0.6229,,0,False,0.186,41.06,0.035,0.0411,Healthy,2026-02-07T04:12:17.574082,2026-02-07T04:12:17.574083
P19333,MENA,Crypto,False,Bronze,27,1092.98,274.93,19,1,0.4306,5,False,1,0.16,1.0,0.7015,,0,False,0.254,28.16,0.041,0.0324,Healthy,2026-02-07T04:12:17.574135,2026-02-07T04:12:17.574136
P19334,APAC,Bank,False,Platinum,16,21538.72,6652.12,5,6,0.828,3,False,0,0.27,0.0,0.6002,,0,False,-0.364,5.08,0.214,0.0046,Healthy,2026-02-07T04:12:17.574191,2026-02-07T04:12:17.574191
P19335,EMEA,Mobile_Money,False,Bronze,50,1462.19,381.35,18,5,0.6345,5,False,1,0.02,1.0,0.3573,,0,False,0.004,14.08,-0.013,0.0146,Healthy,2026-02-07T04:12:17.574243,2026-02-07T04:12:17.574244
P19336,EMEA,Bank,False,Gold,1,5744.39,2017.13,27,6,0.0707,0,False,1,0.28,0.1489,0.485,,0,False,-0.152,11.73,0.087,-0.0057,Healthy,2026-02-07T04:12:17.574299,2026-02-07T04:12:17.574300
P19337,EMEA,Bank,False,Bronze,1,5401.1,1665.07,11,2,0.4128,4,False,1,0.26,1.0,0.5298,,0,True,0.033,-151.22,-0.227,-0.0458,Passive_Disengagement,2026-02-07T04:12:17.574351,2026-02-07T04:12:17.574352
P19338,LATAM,Agent,True,Bronze,35,2004.61,705.37,14,10,0.5041,2,False,0,0.21,1.0,0.4486,85.0,0,False,0.158,49.88,-0.152,0.0154,Healthy,2026-02-07T04:12:17.574403,2026-02-07T04:12:17.574404
P19339,LATAM,Bank,False,Platinum,1,8630.05,3111.63,21,0,0.6029,2,False,0,0.19,0.0,0.6448,,0,False,-0.028,-16.28,-0.024,-0.0073,Healthy,2026-02-07T04:12:17.574459,2026-02-07T04:12:17.574460
P19340,Africa,Agent,False,Gold,4,1644.11,413.54,7,7,0.4745,2,False,0,0.2,0.0,0.6281,,0,True,-0.102,-17.76,-0.23,-0.0362,Tier_Cliff_Anxiety,2026-02-07T04:12:17.574515,2026-02-07T04:12:17.574516
P19341,LATAM,Bank,False,Silver,32,1058.41,314.68,14,0,0.7697,4,False,1,0.55,0.0584,0.6397,,0,False,0.08,23.0,0.102,0.0044,Healthy,2026-02-07T04:12:17.574571,2026-02-07T04:12:17.574572
P19342,LATAM,P2P,False,Bronze,14,1222.07,332.88,14,0,0.4277,5,True,1,0.04,1.0,0.5555,,0,False,0.214,3.51,0.057,0.0079,Healthy,2026-02-07T04:12:17.574623,2026-02-07T04:12:17.574624
P19343,CIS,Crypto,False,Bronze,29,1989.12,506.65,18,1,0.8333,2,False,0,0.12,1.0,0.4468,,0,False,-0.056,8.14,0.152,0.0127,Healthy,2026-02-07T04:12:17.574675,2026-02-07T04:12:17.574676
P19344,EMEA,Mobile_Money,False,Bronze,26,2653.33,696.42,12,7,0.6863,7,False,2,0.14,1.0,0.4495,,0,False,0.14,-21.27,0.01,0.0167,Healthy,2026-02-07T04:12:17.574728,2026-02-07T04:12:17.574729
P19345,CIS,Crypto,False,Bronze,13,1665.07,638.74,23,3,0.644,5,True,1,0.07,1.0,0.6834,,0,True,-0.106,-110.41,-0.184,-0.0108,Passive_Disengagement,2026-02-07T04:12:17.574785,2026-02-07T04:12:17.574786
P19346,APAC,Crypto,False,Platinum,1,1076.22,471.44,25,0,0.2602,1,False,0,0.36,0.0,0.7458,,0,False,0.415,-6.59,-0.136,-0.017,Healthy,2026-02-07T04:12:17.574844,2026-02-07T04:12:17.574845
P19347,APAC,Agent,False,Bronze,27,99914.96,30033.89,12,5,0.4549,2,False,0,0.07,1.0,0.4996,,0,False,-0.255,23.47,0.003,-0.002,Healthy,2026-02-07T04:12:17.574897,2026-02-07T04:12:17.574898
P19348,LATAM,Bank,False,Bronze,30,1264.57,493.22,13,0,0.6023,2,False,1,0.08,1.0,0.6658,,0,False,0.201,-36.06,0.002,0.0219,Healthy,2026-02-07T04:12:17.574949,2026-02-07T04:12:17.574950
P19349,Africa,Mobile_Money,False,Bronze,12,1084.74,160.09,11,1,0.7323,3,False,0,0.31,1.0,0.7981,,0,False,0.302,22.31,-0.066,-0.0065,Healthy,2026-02-07T04:12:17.575001,2026-02-07T04:12:17.575002
P19350,APAC,Bank,False,Bronze,60,1211.58,249.01,15,7,0.7147,4,False,0,0.09,1.0,0.3892,,0,False,0.287,36.07,-0.019,0.0272,Healthy,2026-02-07T04:12:17.575054,2026-02-07T04:12:17.575054
P19351,EMEA,Bank,False,Silver,1,1123.4,549.76,17,5,0.8944,3,False,1,0.27,0.1234,0.4657,,0,False,-0.276,15.86,-0.057,0.0035,Healthy,2026-02-07T04:12:17.575110,2026-02-07T04:12:17.575110
P19352,EMEA,Crypto,False,Silver,62,1844.94,598.81,0,3,0.3,3,False,0,0.18,0.8449,0.7942,,0,False,-0.281,11.25,-0.052,0.0065,Healthy,2026-02-07T04:12:17.575165,2026-02-07T04:12:17.575166
P19353,APAC,Bank,False,Bronze,5,1292.72,577.64,19,3,0.5409,3,False,0,0.4,1.0,0.5856,,0,False,0.309,38.22,0.096,-0.0014,Healthy,2026-02-07T04:12:17.575223,2026-02-07T04:12:17.575224
P19354,LATAM,Bank,False,Bronze,22,2610.37,774.11,27,6,0.328,5,False,1,0.19,1.0,0.6964,,0,False,0.361,88.62,0.068,-0.0197,Healthy,2026-02-07T04:12:17.575276,2026-02-07T04:12:17.575277
P19355,LATAM,P2P,False,Bronze,29,2257.05,782.82,16,5,0.6664,1,False,1,0.5,1.0,0.7187,,0,False,0.01,5.27,-0.094,0.0073,Healthy,2026-02-07T04:12:17.575328,2026-02-07T04:12:17.575329
P19356,APAC,Bank,False,Bronze,48,6317.9,2180.24,5,8,0.8058,2,False,0,0.07,1.0,0.4694,,0,False,-0.047,13.36,-0.097,0.0087,Healthy,2026-02-07T04:12:17.575384,2026-02-07T04:12:17.575385
P19357,CIS,Crypto,False,Bronze,15,1140.6,737.91,0,2,0.6801,4,False,1,0.2,1.0,0.6439,,0,False,-0.199,38.63,0.049,0.0178,Healthy,2026-02-07T04:12:17.575443,2026-02-07T04:12:17.575444
P19358,LATAM,Agent,False,Silver,13,1301.98,142.49,24,4,0.5176,2,False,0,0.33,0.302,0.7704,,0,False,-0.378,-0.11,0.047,0.0165,Healthy,2026-02-07T04:12:17.575504,2026-02-07T04:12:17.575505
P19359,EMEA,Crypto,False,Silver,9,6313.78,2192.42,20,8,0.7468,2,True,0,0.47,1.0,0.5922,,0,True,-0.578,-63.54,-0.037,-0.02,Passive_Disengagement,2026-02-07T04:12:17.575562,2026-02-07T04:12:17.575563
P19360,APAC,Crypto,False,Gold,28,6169.31,1672.13,22,6,0.7045,2,True,0,0.14,0.2339,0.681,,0,False,0.356,17.08,0.08,0.024,Healthy,2026-02-07T04:12:17.575622,2026-02-07T04:12:17.575623
P19361,APAC,P2P,False,Bronze,11,1013.09,34.79,24,1,0.6626,3,True,0,0.24,1.0,0.7425,,0,True,-0.638,-118.46,0.052,-0.0348,Passive_Disengagement,2026-02-07T04:12:17.575675,2026-02-07T04:12:17.575676
P19362,LATAM,Bank,False,Bronze,3,45135.32,13221.71,2,2,0.7564,2,False,0,0.05,1.0,0.4993,,0,False,-0.291,20.25,0.005,0.0283,Healthy,2026-02-07T04:12:17.575728,2026-02-07T04:12:17.575729
P19363,APAC,Bank,False,Bronze,60,11050.06,3418.26,22,1,0.6601,4,False,0,0.2,1.0,0.5281,,0,False,0.146,-35.93,-0.005,0.0154,Healthy,2026-02-07T04:12:17.575780,2026-02-07T04:12:17.575781
P19364,CIS,Bank,False,Silver,21,1858.45,970.81,13,5,0.6662,1,False,1,0.11,0.8584,0.6732,,0,False,0.212,-29.24,-0.146,-0.0173,Healthy,2026-02-07T04:12:17.575836,2026-02-07T04:12:17.575837
P19365,Africa,Crypto,False,Gold,27,1529.5,313.65,24,3,0.3831,1,False,1,0.26,0.0,0.4243,,0,False,-0.049,22.87,0.092,0.0174,Healthy,2026-02-07T04:12:17.575892,2026-02-07T04:12:17.575893
P19366,CIS,Agent,False,Bronze,25,1029.11,262.54,21,1,0.6198,4,False,0,0.07,1.0,0.3818,,0,False,0.086,48.55,-0.032,0.0419,Healthy,2026-02-07T04:12:17.575944,2026-02-07T04:12:17.575945
P19367,EMEA,Crypto,False,Platinum,35,1509.64,248.6,8,5,0.7239,6,False,1,0.55,0.0,0.7567,,0,False,-0.127,52.67,-0.026,0.0054,Healthy,2026-02-07T04:12:17.576004,2026-02-07T04:12:17.576005
P19368,MENA,Bank,False,Bronze,29,4145.43,979.64,23,4,0.8598,4,False,1,0.03,1.0,0.5968,,0,False,0.122,-4.6,-0.027,0.0159,Healthy,2026-02-07T04:12:17.576057,2026-02-07T04:12:17.576058
P19369,EMEA,P2P,False,Bronze,15,1426.91,193.66,3,2,0.4945,3,False,0,0.24,1.0,0.6167,,0,True,-0.315,-114.33,-0.273,-0.0454,Passive_Disengagement,2026-02-07T04:12:17.576114,2026-02-07T04:12:17.576115
P19370,LATAM,P2P,False,Bronze,6,12977.44,3833.64,0,3,0.5656,3,False,0,0.25,1.0,0.5958,,0,True,-0.069,-171.85,0.057,-0.0304,Passive_Disengagement,2026-02-07T04:12:17.576168,2026-02-07T04:12:17.576169
P19371,MENA,Mobile_Money,False,Silver,4,1410.55,669.47,15,0,0.5168,3,False,0,0.28,0.4106,0.6232,,0,False,0.15,27.13,0.067,0.0458,Healthy,2026-02-07T04:12:17.576224,2026-02-07T04:12:17.576224
P19372,LATAM,P2P,False,Bronze,4,2586.36,476.82,28,8,0.9484,1,False,1,0.14,1.0,0.6815,,0,False,0.356,67.71,-0.02,0.0164,Healthy,2026-02-07T04:12:17.576276,2026-02-07T04:12:17.576277
P19373,CIS,P2P,False,Silver,5,2033.04,190.0,15,3,0.6772,5,False,0,0.01,1.0,0.7825,,0,True,0.465,-84.79,-0.247,-0.0476,Passive_Disengagement,2026-02-07T04:12:17.576332,2026-02-07T04:12:17.576333
P19374,LATAM,Bank,False,Bronze,58,2529.83,1134.22,1,4,0.6044,5,False,0,0.25,1.0,0.7465,,0,False,-0.289,-10.22,-0.024,-0.0061,Healthy,2026-02-07T04:12:17.576389,2026-02-07T04:12:17.576390
P19375,APAC,Crypto,False,Platinum,19,3145.3,721.86,14,6,0.6097,1,False,0,0.13,0.0,0.3584,,0,False,0.496,-15.1,0.081,0.0064,Healthy,2026-02-07T04:12:17.576445,2026-02-07T04:12:17.576446
P19376,MENA,Crypto,False,Silver,1,1075.55,313.89,18,8,0.7423,2,False,1,0.08,0.0755,0.6722,,0,False,-0.202,-8.63,-0.049,-0.0087,Healthy,2026-02-07T04:12:17.576501,2026-02-07T04:12:17.576502
P19377,CIS,Bank,False,Silver,29,14366.12,4822.25,17,0,0.3513,8,False,0,0.22,1.0,0.8655,,0,False,-0.155,34.17,0.155,0.0135,Healthy,2026-02-07T04:12:17.576557,2026-02-07T04:12:17.576558
P19378,EMEA,Bank,False,Silver,12,1999.32,439.22,28,5,0.962,3,False,0,0.05,0.9993,0.7975,,0,False,0.344,31.63,0.016,-0.0139,Healthy,2026-02-07T04:12:17.576614,2026-02-07T04:12:17.576615
P19379,Africa,Crypto,False,Silver,1,1247.82,663.93,17,0,0.5727,2,False,0,0.08,0.2478,0.6155,,0,True,-0.115,-22.98,-0.184,-0.0184,Passive_Disengagement,2026-02-07T04:12:17.576672,2026-02-07T04:12:17.576673
P19380,EMEA,Crypto,False,Silver,26,1165.64,590.08,19,21,0.7195,3,False,0,0.05,0.1656,0.4651,,0,False,0.269,-41.18,0.035,0.0217,Healthy,2026-02-07T04:12:17.576727,2026-02-07T04:12:17.576728
P19381,LATAM,Agent,True,Gold,8,1019.64,138.23,12,2,0.4696,4,False,0,0.18,0.0,0.806,85.0,0,False,0.069,3.68,-0.031,0.0061,Healthy,2026-02-07T04:12:17.576783,2026-02-07T04:12:17.576784
P19382,APAC,Crypto,False,Bronze,1,1872.76,200.62,6,2,0.5582,2,False,0,0.12,1.0,0.7208,,0,False,-0.311,66.17,-0.007,-0.0252,Healthy,2026-02-07T04:12:17.576837,2026-02-07T04:12:17.576838
P19383,MENA,P2P,False,Bronze,8,1249.45,394.98,24,8,0.7702,1,True,2,0.22,1.0,0.4375,,0,False,0.213,-13.36,-0.035,0.0139,Healthy,2026-02-07T04:12:17.576891,2026-02-07T04:12:17.576892
P19384,APAC,P2P,False,Bronze,5,2625.98,737.92,18,7,0.2742,9,False,1,0.27,1.0,0.5324,,0,False,-0.009,9.79,0.1,0.0075,Healthy,2026-02-07T04:12:17.576943,2026-02-07T04:12:17.576944
P19385,EMEA,P2P,False,Bronze,29,8341.89,2351.14,9,5,0.6206,1,True,0,0.19,1.0,0.6766,,0,False,0.459,13.37,0.04,0.0059,Healthy,2026-02-07T04:12:17.576995,2026-02-07T04:12:17.576996
P19386,MENA,Crypto,False,Bronze,9,1108.58,43.9,18,3,0.638,1,False,0,0.2,1.0,0.6818,,0,False,-0.121,14.37,0.127,0.011,Healthy,2026-02-07T04:12:17.577048,2026-02-07T04:12:17.577049
P19387,EMEA,Crypto,False,Gold,27,2832.9,664.93,17,3,0.9215,1,True,0,0.02,0.0,0.3822,,0,False,-0.1,10.17,0.126,-0.0014,Healthy,2026-02-07T04:12:17.577106,2026-02-07T04:12:17.577107
P19388,APAC,P2P,False,Silver,36,4090.22,1413.06,13,17,0.8232,3,False,2,0.33,1.0,0.631,,0,True,-0.201,-46.6,-0.162,-0.0237,Passive_Disengagement,2026-02-07T04:12:17.577165,2026-02-07T04:12:17.577166
P19389,EMEA,Agent,False,Bronze,20,1281.88,648.67,6,2,0.7945,4,False,1,0.21,1.0,0.7025,,0,False,0.132,-29.05,0.042,-0.0041,Healthy,2026-02-07T04:12:17.577219,2026-02-07T04:12:17.577220
P19390,MENA,Bank,False,Gold,16,3014.93,1171.91,11,2,0.5491,2,False,0,0.11,0.0,0.6641,,0,True,-0.106,-46.05,-0.259,-0.0183,Tier_Cliff_Anxiety,2026-02-07T04:12:17.577277,2026-02-07T04:12:17.577278
P19391,MENA,P2P,False,Bronze,10,1004.31,162.77,3,2,0.6004,3,False,0,0.12,1.0,0.5207,,0,True,-0.035,-94.72,0.027,-0.0828,Passive_Disengagement,2026-02-07T04:12:17.577330,2026-02-07T04:12:17.577331
P19392,MENA,Bank,False,Silver,8,1461.89,649.89,26,1,0.4404,3,False,0,0.25,0.4619,0.5847,,0,False,-0.412,-55.79,-0.009,-0.0109,Healthy,2026-02-07T04:12:17.577385,2026-02-07T04:12:17.577386
P19393,EMEA,P2P,False,Bronze,126,1111.9,289.4,24,9,0.4054,2,False,1,0.11,1.0,0.4473,,0,False,-0.069,20.35,-0.025,-0.0067,Healthy,2026-02-07T04:12:17.577438,2026-02-07T04:12:17.577439
P19394,CIS,Bank,False,Silver,56,1161.68,278.27,22,0,0.4854,3,False,1,0.09,0.1617,0.7097,,0,False,0.499,29.4,-0.013,0.0249,Healthy,2026-02-07T04:12:17.577493,2026-02-07T04:12:17.577494
P19395,APAC,Agent,False,Silver,25,2210.43,643.13,17,3,0.6554,3,False,0,0.16,1.0,0.7714,,0,False,-0.314,-11.4,0.053,0.0178,Healthy,2026-02-07T04:12:17.577557,2026-02-07T04:12:17.577558
P19396,MENA,Agent,False,Bronze,41,1615.58,769.97,25,26,0.4353,2,False,0,0.27,1.0,0.6719,,0,False,-0.081,9.98,-0.011,-0.0033,Healthy,2026-02-07T04:12:17.577611,2026-02-07T04:12:17.577612
P19397,CIS,Agent,False,Bronze,15,1074.73,140.83,10,0,0.6922,2,False,3,0.16,1.0,0.2135,,0,False,0.292,-22.46,-0.01,0.0301,Healthy,2026-02-07T04:12:17.577664,2026-02-07T04:12:17.577664
P19398,APAC,P2P,False,Bronze,16,1782.04,496.27,14,5,0.6907,4,False,0,0.34,1.0,0.4652,,0,False,-0.225,3.25,-0.044,0.0074,Healthy,2026-02-07T04:12:17.577717,2026-02-07T04:12:17.577718
P19399,APAC,Bank,False,Gold,21,3653.88,1420.53,15,26,0.436,3,False,0,0.41,0.0,0.5032,,0,False,0.15,8.08,-0.095,-0.0043,Healthy,2026-02-07T04:12:17.577774,2026-02-07T04:12:17.577775
P19400,MENA,Crypto,False,Gold,3,59311.44,17756.62,19,1,0.498,4,False,0,0.4,1.0,0.6477,,0,False,0.08,-27.94,-0.054,0.0049,Healthy,2026-02-07T04:12:17.577831,2026-02-07T04:12:17.577832
P19401,CIS,Bank,False,Bronze,1,1228.93,344.02,24,1,0.7379,1,False,2,0.14,1.0,0.7283,,0,False,0.245,34.48,0.035,-0.0053,Healthy,2026-02-07T04:12:17.577886,2026-02-07T04:12:17.577886
P19402,EMEA,Bank,False,Bronze,28,2794.76,799.73,17,9,0.8492,0,False,1,0.12,1.0,0.6085,,0,False,-0.041,11.61,0.038,-0.0195,Healthy,2026-02-07T04:12:17.577939,2026-02-07T04:12:17.577940
P19403,APAC,Bank,False,Bronze,16,1837.81,543.1,18,11,0.8428,1,False,0,0.31,1.0,0.6884,,0,False,0.087,-19.4,0.083,0.0269,Healthy,2026-02-07T04:12:17.577994,2026-02-07T04:12:17.577995
P19404,EMEA,Mobile_Money,False,Silver,35,1265.89,308.28,0,6,0.4886,3,False,2,0.21,0.2659,0.6533,,0,True,-0.271,-82.13,-0.069,-0.0562,Passive_Disengagement,2026-02-07T04:12:17.578081,2026-02-07T04:12:17.578082
P19405,EMEA,P2P,False,Bronze,4,1194.94,201.77,9,0,0.8435,3,False,0,0.26,1.0,0.4875,,0,False,0.172,-11.35,0.001,0.0228,Healthy,2026-02-07T04:12:17.578137,2026-02-07T04:12:17.578138
